"Date","Price","Open","High","Low","Change %"
"Dec 96","0.7319","0.7445","0.7681","0.7285","-1.82%"
"Nov 96","0.7455","0.7766","0.7779","0.7443","-4.05%"
"Oct 96","0.7770","0.7984","0.8034","0.7752","-2.73%"
"Sep 96","0.7988","0.8149","0.8155","0.7963","-1.99%"
"Aug 96","0.8150","0.8197","0.8260","0.8115","-0.63%"
"Jul 96","0.8202","0.8003","0.8229","0.7948","2.44%"
"Jun 96","0.8007","0.7971","0.8095","0.7940","0.23%"
"May 96","0.7989","0.8142","0.8216","0.7954","-1.90%"
"Apr 96","0.8144","0.8234","0.8259","0.8112","-1.00%"
"Mar 96","0.8226","0.8195","0.8267","0.8125","0.38%"
"Feb 96","0.8195","0.8151","0.8271","0.8055","0.48%"
"Jan 96","0.8156","0.8254","0.8414","0.8131","-1.01%"
"Dec 95","0.8239","0.8322","0.8374","0.8177","-1.06%"
"Nov 95","0.8327","0.8249","0.8486","0.8153","1.13%"
"Oct 95","0.8234","0.8188","0.8358","0.8091","0.51%"
"Sep 95","0.8192","0.8221","0.8295","0.8061","-0.39%"
"Aug 95","0.8224","0.8388","0.8428","0.8135","-1.99%"
"Jul 95","0.8391","0.8359","0.8431","0.8256","0.47%"
"Jun 95","0.8352","0.8223","0.8427","0.8145","1.52%"
"May 95","0.8227","0.8227","0.8432","0.8034","0.12%"
"Apr 95","0.8217","0.8192","0.8365","0.8142","0.06%"
"Mar 95","0.8212","0.8021","0.8308","0.7836","2.25%"
"Feb 95","0.8031","0.7842","0.8101","0.7823","2.31%"
"Jan 95","0.7850","0.7838","0.7932","0.7797","0.23%"
"Dec 94","0.7832","0.7762","0.7870","0.7678","0.86%"
"Nov 94","0.7765","0.7748","0.7845","0.7720","0.19%"
"Oct 94","0.7750","0.7799","0.7905","0.7735","-0.77%"
"Sep 94","0.7810","0.7859","0.7997","0.7777","-0.67%"
"Aug 94","0.7863","0.7778","0.8017","0.7766","0.45%"
"Jul 94","0.7828","0.7805","0.7994","0.7760","0.20%"
"Jun 94","0.7812","0.7743","0.7853","0.7601","0.81%"
"May 94","0.7749","0.7690","0.7797","0.7499","0.82%"
"Apr 94","0.7686","0.7756","0.7781","0.7611","-0.97%"
"Mar 94","0.7761","0.7626","0.7798","0.7511","1.72%"
"Feb 94","0.7630","0.7440","0.7635","0.7396","2.54%"
"Jan 94","0.7441","0.7522","0.7555","0.7374","-1.25%"
"Dec 93","0.7535","0.7537","0.7622","0.7475","-0.07%"
"Nov 93","0.7540","0.7642","0.7716","0.7513","-1.61%"
"Oct 93","0.7663","0.7761","0.7799","0.7585","-1.36%"
"Sep 93","0.7769","0.7618","0.7812","0.7545","1.81%"
"Aug 93","0.7631","0.7398","0.7663","0.7274","3.42%"
"Jul 93","0.7379","0.7689","0.7715","0.7309","-4.19%"
"Jun 93","0.7702","0.7827","0.7969","0.7649","-1.74%"
"May 93","0.7838","0.7852","0.7954","0.7703","0.03%"
"Apr 93","0.7836","0.7960","0.8023","0.7778","-1.66%"
"Mar 93","0.7968","0.8281","0.8292","0.7907","-3.63%"
"Feb 93","0.8268","0.8210","0.8375","0.8084","1.49%"
"Jan 93","0.8147","0.7966","0.8188","0.7629","2.16%"
"Dec 92","0.7975","0.8113","0.8141","0.7799","-1.80%"
"Nov 92","0.8121","0.8172","0.8227","0.7984","-0.64%"
"Oct 92","0.8173","0.7757","0.8213","0.7670","5.21%"
"Sep 92","0.7768","0.7240","0.7901","0.7108","7.17%"
"Aug 92","0.7248","0.7175","0.7273","0.7155","0.93%"
"Jul 92","0.7181","0.7060","0.7208","0.7003","1.66%"
"Jun 92","0.7064","0.6991","0.7087","0.6757","1.00%"
"May 92","0.6994","0.6957","0.7047","0.6742","-0.09%"
"Apr 92","0.7000","0.6996","0.7218","0.6939","-2.22%"
"Mar 92","0.7159","0.7154","0.7209","0.7056","0.76%"
"Feb 92","0.7105","0.7102","0.7180","0.7031","0.00%"
"Jan 92","0.7105","0.7101","0.7302","0.7009","-0.75%"
"Dec 91","0.7159","0.7148","0.7188","0.7045","0.85%"
"Nov 91","0.7099","0.7094","0.7208","0.6984","0.84%"
"Oct 91","0.7040","0.7035","0.7086","0.6984","0.27%"
"Sep 91","0.7021","0.7017","0.7074","0.6881","0.41%"
"Aug 91","0.6992","0.6989","0.7221","0.6878","0.07%"
"Jul 91","0.6987","0.6984","0.7030","0.6924","-0.23%"
"Jun 91","0.7003","0.6999","0.7128","0.6918","0.69%"
"May 91","0.6955","0.6951","0.7042","0.6881","0.62%"
"Apr 91","0.6912","0.6907","0.7006","0.6796","-0.35%"
"Mar 91","0.6936","0.6930","0.7091","0.6889","-1.45%"
"Feb 91","0.7038","0.7035","0.7131","0.7009","-0.69%"
"Jan 91","0.7087","0.7082","0.7193","0.6927","0.24%"
"Dec 90","0.7070","0.7062","0.7249","0.7022","0.23%"
"Nov 90","0.7054","0.7051","0.7174","0.7005","0.18%"
"Oct 90","0.7041","0.7036","0.7093","0.6789","0.38%"
"Sep 90","0.7014","0.7011","0.7194","0.6900","0.78%"
"Aug 90","0.6960","0.6955","0.7063","0.6808","-0.54%"
"Jul 90","0.6998","0.6996","0.7134","0.6861","-1.02%"
"Jun 90","0.7070","0.7065","0.7161","0.7058","-2.09%"
"May 90","0.7221","0.7217","0.7221","0.7217","-2.80%"
"Apr 90","0.7429","0.7425","0.7429","0.7425","1.32%"
"Mar 90","0.7332","0.7327","0.7332","0.7327","2.33%"
"Feb 90","0.7165","0.7161","0.7165","0.7161","-0.53%"
"Jan 90","0.7203","0.7199","0.7203","0.7199","-2.60%"
"Dec 89","0.7395","0.7390","0.7395","0.7390","1.64%"
"Nov 89","0.7276","0.7272","0.7276","0.7272","3.26%"
"Oct 89","0.7046","0.7041","0.7046","0.7041","3.60%"
"Sep 89","0.6801","0.6801","0.6801","0.6801","0.94%"
"Aug 89","0.6738","0.6738","0.6738","0.6738","0.75%"
"Jul 89","0.6688","0.6688","0.6688","0.6688","-1.98%"
"Jun 89","0.6823","0.6823","0.6823","0.6823","2.36%"
"May 89","0.6666","0.6666","0.6666","0.6666","1.66%"
"Apr 89","0.6557","0.6557","0.6557","0.6557","0.64%"
"Mar 89","0.6515","0.6515","0.6515","0.6515","-0.34%"
"Feb 89","0.6537","0.6537","0.6537","0.6537","2.88%"
"Jan 89","0.6354","0.6354","0.6354","0.6354","-2.05%"
"Dec 88","0.6487","0.6487","0.6487","0.6487","0.14%"
"Nov 88","0.6478","0.6478","0.6478","0.6478","-1.27%"
"Oct 88","0.6561","0.6561","0.6561","0.6561","0.03%"
"Sep 88","0.6559","0.6559","0.6559","0.6559","-0.08%"
"Aug 88","0.6564","0.6564","0.6564","0.6564","1.09%"
"Jul 88","0.6493","0.6493","0.6493","0.6493","-2.80%"
"Jun 88","0.6680","0.6680","0.6680","0.6680","1.95%"
"May 88","0.6552","0.6552","0.6552","0.6552","-0.62%"
"Apr 88","0.6593","0.6593","0.6593","0.6593","-0.71%"
"Mar 88","0.6640","0.6640","0.6640","0.6640","-3.68%"
"Feb 88","0.6894","0.6894","0.6894","0.6894","-0.89%"
"Jan 88","0.6956","0.6956","0.6956","0.6956","0.09%"
"Dec 87","0.6950","0.6950","0.6950","0.6950","0.91%"
"Nov 87","0.6887","0.6887","0.6887","0.6887","-0.49%"
"Oct 87","0.6921","0.6921","0.6921","0.6921","-0.16%"
"Sep 87","0.6932","0.6932","0.6932","0.6932","-0.89%"
"Aug 87","0.6994","0.6994","0.6994","0.6994","-0.27%"
"Jul 87","0.7013","0.7013","0.7013","0.7013","-1.36%"
"Jun 87","0.7110","0.7110","0.7110","0.7110","1.51%"
"May 87","0.7004","0.7004","0.7004","0.7004","0.43%"
"Apr 87","0.6974","0.6974","0.6974","0.6974","-2.45%"
"Mar 87","0.7149","0.7149","0.7149","0.7149","-2.31%"
"Feb 87","0.7318","0.7318","0.7318","0.7318","-1.65%"
"Jan 87","0.7441","0.7441","0.7441","0.7441","1.83%"
"Dec 86","0.7307","0.7307","0.7307","0.7307","-0.56%"
"Nov 86","0.7348","0.7348","0.7348","0.7348","3.83%"
"Oct 86","0.7077","0.7077","0.7077","0.7077","-0.18%"
"Sep 86","0.7090","0.7090","0.7090","0.7090","2.10%"
"Aug 86","0.6944","0.6944","0.6944","0.6944","2.59%"
"Jul 86","0.6769","0.6769","0.6769","0.6769","5.52%"
"Jun 86","0.6415","0.6415","0.6415","0.6415","2.20%"
